City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
270,Gimbi,ET,9.1667,35.8333,60.67,83,98,1.39,overcast clouds
271,Veraval,IN,20.9,70.3667,86.13,47,35,14.2,scattered clouds
272,Port Pirie,AU,-33.1833,138.0167,68.09,46,1,5.82,clear sky
273,Mount Isa,AU,-20.7333,139.5,91.17,22,6,10.36,clear sky
274,Cabo San Lucas,MX,22.8909,-109.9124,70.9,77,2,1.01,clear sky
275,Norrtalje,SE,59.758,18.705,44.02,80,95,7.56,overcast clouds
276,Itaituba,BR,-4.2761,-55.9836,73.54,100,100,2.1,overcast clouds
277,Krasnyy Chikoy,RU,50.3643,108.7512,41.29,36,81,4.81,broken clouds
278,Faya,SA,18.3851,42.4509,62.71,49,89,1.5,overcast clouds
279,Thompson,CA,55.7435,-97.8558,24.96,63,75,6.91,broken clouds
280,Uyuni,BO,-20.4597,-66.825,46.44,19,83,7.92,broken clouds
281,Wanxian,CN,30.8039,108.3897,75.36,52,0,4.97,clear sky
282,Rupert,US,42.6191,-113.6772,51.75,40,0,8.05,clear sky
283,Linjiang,CN,41.8069,126.9078,66.51,37,32,11.72,scattered clouds
284,Peniche,PT,39.3558,-9.3811,55.11,83,72,15.64,broken clouds
285,Solnechnyy,RU,50.7214,136.6319,41.38,78,100,5.3,light rain
286,Sao Filipe,CV,14.8961,-24.4956,72.5,79,70,3.09,broken clouds
287,Lugo,ES,43.0,-7.5,35.76,96,89,2.15,overcast clouds
288,Panama City,PA,8.9936,-79.5197,80.29,82,20,6.91,few clouds
289,Sovetskiy,RU,61.3614,63.5842,18.95,62,92,11.52,overcast clouds
290,Kulhudhuffushi,MV,6.6221,73.07,84.34,75,54,9.08,broken clouds
291,Mirnyy,RU,62.5353,113.9611,25.16,82,100,9.06,overcast clouds
292,Salalah,OM,17.0151,54.0924,78.89,78,75,2.3,broken clouds
293,Saint George,US,37.1041,-113.5841,73.99,20,0,5.75,clear sky
294,Goderich,CA,43.7501,-81.7165,46.72,46,100,14.97,overcast clouds
295,Obzor,BG,42.8167,27.8833,41.54,88,91,11.61,overcast clouds
296,Pevek,RU,69.7008,170.3133,28.13,78,100,0.6,overcast clouds
297,Saint-Pierre,RE,-21.3393,55.4781,75.9,86,100,5.75,overcast clouds
298,Manta,EC,-0.95,-80.7333,78.58,89,75,2.3,broken clouds
299,Maniitsoq,GL,65.4167,-52.9,22.75,60,100,7.58,snow
300,Sosnogorsk,RU,63.6023,53.8817,22.03,77,95,9.75,overcast clouds
301,Tiksi,RU,71.6872,128.8694,12.83,93,100,6.22,overcast clouds
302,Tremedal,BR,-14.9758,-41.4108,66.31,73,21,4.05,few clouds
303,San Carlos,VE,9.6612,-68.5827,77.95,77,99,3.31,overcast clouds
304,Vardo,NO,70.3705,31.1107,38.44,94,27,10.67,scattered clouds
305,Serrana,BR,-21.2114,-47.5956,67.95,73,16,2.62,few clouds
306,Shirokiy,RU,49.758,129.523,49.69,51,100,9.04,light rain
307,Tampere,FI,61.4991,23.7871,38.16,79,0,2.3,clear sky
308,Marrakesh,MA,31.6315,-8.0083,53.67,66,75,11.5,broken clouds
309,Alofi,NU,-19.0595,-169.9187,82.29,78,75,5.75,broken clouds
310,Bubaque,GW,11.2833,-15.8333,75.24,75,76,18.61,broken clouds
311,Fare,PF,-16.7,-151.0167,81.39,70,10,7.54,clear sky
312,Luz,BR,-19.8014,-45.6856,65.34,66,3,0.69,clear sky
313,Pucallpa,PE,-8.3791,-74.5539,75.24,100,75,3.44,broken clouds
314,Biltine,TD,14.5333,20.9167,84.34,16,100,11.92,overcast clouds
315,Tsabong,BW,-26.0217,22.401,61.41,63,0,9.6,clear sky
316,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,68,75,17.27,broken clouds
317,Tuatapere,NZ,-46.1333,167.6833,54.37,94,100,4.14,overcast clouds
318,Okmulgee,US,35.6234,-95.9605,71.71,94,0,12.66,clear sky
319,Sur,OM,22.5667,59.5289,83.95,47,49,7.31,scattered clouds
320,Piacabucu,BR,-10.4056,-36.4344,79.72,66,89,7.23,overcast clouds
321,Mehamn,NO,71.0357,27.8492,40.95,75,75,4.61,broken clouds
322,Karasjok,NO,69.4719,25.5112,39.67,90,100,4.99,overcast clouds
323,Decatur,US,39.8403,-88.9548,51.98,100,100,21.85,mist
324,Labuhan,ID,-6.8844,112.2051,83.17,75,91,7.27,overcast clouds
325,Hobbs,US,32.7026,-103.136,76.66,10,0,9.22,clear sky
326,Tura,IN,25.5198,90.2201,80.87,47,21,2.06,few clouds
327,Kloulklubed,PW,7.0419,134.2556,77.5,85,100,9.24,heavy intensity rain
328,Kaeo,NZ,-35.1,173.7833,71.33,89,70,8.9,broken clouds
329,Manono,CD,-7.3,27.4167,69.1,97,100,1.23,overcast clouds
330,Vossevangen,NO,60.623,6.4229,42.53,84,5,5.53,clear sky
331,Develi,TR,38.3906,35.4922,36.75,84,0,2.98,clear sky
332,Itarana,BR,-19.8739,-40.8753,66.47,94,6,3.24,clear sky
333,Berberati,CF,4.2612,15.7922,68.79,95,100,0.07,overcast clouds
334,Ostrow Wielkopolski,PL,51.655,17.8069,40.71,97,100,3.56,overcast clouds
335,San Rafael,AR,-34.6177,-68.3301,54.05,58,0,5.57,clear sky
336,Telimele,GN,10.9167,-13.3333,71.26,75,100,2.28,overcast clouds
337,Marand,IR,38.4329,45.7749,56.17,50,0,1.66,clear sky
338,Tyrma,RU,50.0833,132.1667,47.57,74,100,4.45,overcast clouds
339,Kresttsy,RU,58.2452,32.5165,40.84,90,12,11.01,few clouds
340,Siyabuswa,ZA,-25.1132,29.0445,57.36,78,73,1.14,broken clouds
341,Bagdarin,RU,54.4333,113.6,33.94,35,100,12.01,overcast clouds
342,Belyy Yar,RU,53.6039,91.3903,43.86,64,0,4.47,clear sky
343,Floresta,BR,-8.6011,-38.5686,73.8,73,49,11.07,scattered clouds
344,Pacific Grove,US,36.6177,-121.9166,57.65,76,1,15.01,clear sky
345,Isangel,VU,-19.55,169.2667,81.46,72,45,7.74,scattered clouds
346,Ola,RU,59.5833,151.2833,34.14,67,100,8.79,overcast clouds
347,Touros,BR,-5.1989,-35.4608,77.99,85,41,8.03,scattered clouds
348,Adre,TD,13.4667,22.2,76.42,22,80,8.81,broken clouds
349,Saint Anthony,US,45.0205,-93.218,44.26,94,75,8.05,mist
350,Sorland,NO,67.667,12.6934,43.5,82,100,4.9,overcast clouds
351,Balabac,PH,7.9868,117.0645,84.76,72,97,12.12,overcast clouds
352,San Pedro De Macoris,DO,18.4616,-69.2972,73.53,93,100,7.36,overcast clouds
353,Northam,GB,51.0333,-4.2167,44.62,89,53,8.9,broken clouds
354,Desbiens,CA,48.4178,-71.9495,32.65,88,9,6.49,clear sky
355,Saint Marys,US,30.7305,-81.5465,71.06,70,100,14.97,overcast clouds
356,Ballina,AU,-28.8667,153.5667,73.58,99,59,8.16,broken clouds
357,Sosnovo-Ozerskoye,RU,52.5249,111.5418,37.29,35,84,16.78,broken clouds
358,Metro,ID,-5.1131,105.3067,83.16,71,98,1.9,overcast clouds
359,Yeppoon,AU,-23.1333,150.7333,80.38,69,100,13.65,overcast clouds
360,Saint John,CA,45.2727,-66.0677,41.0,56,40,5.75,scattered clouds
361,Calabozo,VE,8.9242,-67.4293,80.76,66,79,5.35,broken clouds
362,Mopipi,BW,-21.1833,24.8833,59.41,84,9,9.73,clear sky
363,Birao,CF,10.2849,22.7882,78.17,70,72,1.95,broken clouds
364,Kuzhithurai,IN,8.3167,77.1833,87.48,73,44,1.95,scattered clouds
365,Sibu,MY,2.3,111.8167,88.11,66,40,2.3,scattered clouds
366,Jaumave,MX,23.4167,-99.3833,73.83,84,83,4.47,broken clouds
367,Snezhnogorsk,RU,69.1933,33.2531,33.58,96,100,7.58,light snow
368,Bengkulu,ID,-3.8004,102.2655,83.17,67,84,4.43,broken clouds
369,Port Hedland,AU,-20.3167,118.5667,96.85,17,45,16.11,scattered clouds
370,Bilma,NE,18.6853,12.9164,78.91,12,2,4.45,clear sky
371,Iqaluit,CA,63.7506,-68.5145,17.33,78,100,8.05,light snow
372,Vanavara,RU,60.34,102.2797,30.47,72,28,1.92,scattered clouds
373,Vizinga,RU,61.0749,50.1031,27.27,86,8,6.78,clear sky
374,Matagami,CA,49.7502,-77.6328,28.51,59,100,9.22,overcast clouds
375,Barsovo,RU,61.1667,73.1667,19.53,69,21,10.6,few clouds
376,Tutoia,BR,-2.7619,-42.2744,76.26,91,98,6.02,overcast clouds
377,Tonekabon,IR,36.8163,50.8738,62.55,84,94,5.59,overcast clouds
378,Cocachacra,PE,-17.0883,-71.7575,67.08,83,90,4.63,overcast clouds
379,Custodia,BR,-8.0875,-37.6431,69.08,94,37,4.76,scattered clouds
380,Visnes,NO,59.3556,5.2242,48.25,61,60,8.05,broken clouds
381,Oxford,GB,51.7522,-1.256,44.74,83,78,5.75,broken clouds
382,San Patricio,US,28.017,-97.5169,77.09,87,11,16.2,few clouds
